,Date,Org Code,Org name,A&E attendances Type 1,Attendances over 4hrs Type 1,Month,Year
4110,2021-06-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11429,2131,06,2021
4111,2021-06-01,R1H,BARTS HEALTH NHS TRUST,25046,6381,06,2021
4112,2019-06-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5126,0,06,2019
4113,2021-06-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,18607,4482,06,2021
4114,2019-06-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12244,331,06,2019
4115,2021-06-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10805,5345,06,2021
4116,2019-06-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17666,1184,06,2019
4117,2021-06-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,11214,3436,06,2021
4118,2019-06-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,4083,139,06,2019
4119,2021-06-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8159,0,06,2021
4120,2019-06-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,13696,198,06,2019
4121,2021-06-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5798,2257,06,2021
4122,2019-06-01,RBK,WALSALL HEALTHCARE NHS TRUST,7048,386,06,2019
4123,2021-06-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6906,3004,06,2021
4124,2019-06-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4657,0,06,2019
4125,2021-06-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5930,652,06,2021
4126,2019-06-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5946,103,06,2019
4127,2021-06-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,7338,2982,06,2021
4128,2019-06-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,12927,183,06,2019
4129,2021-06-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,8064,2196,06,2021
4130,2019-06-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16958,643,06,2019
4131,2021-06-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6661,1561,06,2021
4132,2019-06-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7455,532,06,2019
4133,2021-06-01,RKE,WHITTINGTON HEALTH NHS TRUST,9663,1640,06,2021
4134,2019-06-01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,13016,83,06,2019
4135,2021-06-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7867,2499,06,2021
4136,2021-06-01,RPA,MEDWAY NHS FOUNDATION TRUST,8369,2428,06,2021
4137,2019-06-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9914,589,06,2019
4138,2021-06-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14197,7470,06,2021
4139,2021-06-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11661,0,06,2021
4140,2019-06-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7682,126,06,2019
4141,2019-06-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6068,329,06,2019
4142,2021-06-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,18204,5277,06,2021
4143,2021-06-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,12019,3489,06,2021
4144,2021-06-01,RH5,SOMERSET NHS FOUNDATION TRUST,6889,1998,06,2021
4145,2019-06-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9112,608,06,2019
4146,2019-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6770,73,06,2019
4147,2021-06-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12963,2498,06,2021
4148,2021-06-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13308,1844,06,2021
4149,2019-06-01,RMC,BOLTON NHS FOUNDATION TRUST,9723,278,06,2019
4150,2021-06-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15366,6380,06,2021
4151,2019-06-01,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,9373,707,06,2019
4152,2019-06-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10322,251,06,2019
4153,2019-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9139,489,06,2019
4154,2021-06-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9143,0,06,2021
4155,2019-06-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16051,1690,06,2019
4156,2019-06-01,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7875,285,06,2019
4157,2021-06-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8243,2366,06,2021
4158,2019-06-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11888,1070,06,2019
4159,2021-06-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,9291,2887,06,2021
4160,2019-06-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8650,649,06,2019
4161,2021-06-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,20478,0,06,2021
4162,2021-06-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9107,3973,06,2021
4163,2019-06-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4939,0,06,2019
4164,2019-06-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10593,191,06,2019
4165,2019-06-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,7057,96,06,2019
4166,2021-06-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,10755,4445,06,2021
4167,2019-06-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,13578,569,06,2019
4168,2019-06-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6819,390,06,2019
4169,2019-06-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,7006,371,06,2019
4170,2021-06-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,16379,5726,06,2021
4171,2019-06-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8409,13,06,2019
4172,2021-06-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8876,1969,06,2021
4173,2019-06-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4368,682,06,2019
4174,2021-06-01,RMC,BOLTON NHS FOUNDATION TRUST,10492,3389,06,2021
4175,2019-06-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9199,405,06,2019
4176,2019-06-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9647,536,06,2019
4177,2019-06-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4406,3,06,2019
4178,2021-06-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15819,2359,06,2021
4179,2021-06-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9691,1319,06,2021
4180,2019-06-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10569,941,06,2019
4181,2019-06-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12506,451,06,2019
4182,2021-06-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,9684,2934,06,2021
4183,2019-06-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11127,1288,06,2019
4184,2021-06-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9818,3368,06,2021
4185,2019-06-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11347,177,06,2019
4186,2021-06-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8604,3075,06,2021
4187,2019-06-01,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,8183,401,06,2019
4188,2021-06-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4716,1378,06,2021
4189,2019-06-01,RKE,WHITTINGTON HEALTH NHS TRUST,8921,266,06,2019
4190,2021-06-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,16175,7213,06,2021
4191,2019-06-01,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,6988,841,06,2019
4192,2019-06-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",15250,58,06,2019
4193,2019-06-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8465,337,06,2019
4194,2019-06-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3592,59,06,2019
4195,2019-06-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,8822,341,06,2019
4196,2019-06-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12392,286,06,2019
4197,2019-06-01,R1F,ISLE OF WIGHT NHS TRUST,4044,477,06,2019
4198,2019-06-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6301,15,06,2019
4199,2019-06-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,13577,258,06,2019
4200,2019-06-01,RC1,BEDFORD HOSPITAL NHS TRUST,6410,82,06,2019
4201,2019-06-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8089,231,06,2019
4202,2019-06-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,23381,740,06,2019
4203,2019-06-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9566,340,06,2019
4204,2019-06-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5600,617,06,2019
4205,2019-06-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,10629,144,06,2019
4206,2019-06-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,16634,191,06,2019
4207,2019-06-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9439,172,06,2019
4208,2019-06-01,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9087,28,06,2019
4209,2019-06-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21579,1041,06,2019
4210,2019-06-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,9432,441,06,2019
4211,2019-06-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12290,257,06,2019
4212,2019-06-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10759,487,06,2019
4213,2019-06-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6035,402,06,2019
4214,2019-06-01,RCF,AIREDALE NHS FOUNDATION TRUST,5221,50,06,2019
4215,2019-06-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7864,220,06,2019
4216,2019-06-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6229,32,06,2019
4217,2019-06-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,15485,672,06,2019
4218,2019-06-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,10098,71,06,2019
4219,2019-06-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11961,1234,06,2019
4220,2019-06-01,R1H,BARTS HEALTH NHS TRUST,26318,1813,06,2019
4221,2019-06-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7437,173,06,2019
4222,2019-06-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,8570,159,06,2019
4223,2019-06-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10780,850,06,2019
4224,2019-06-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,9387,501,06,2019
4225,2019-06-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8932,267,06,2019
4226,2019-06-01,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,9545,424,06,2019
4227,2019-06-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9551,236,06,2019
4228,2019-06-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16433,1036,06,2019
4229,2019-06-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7997,65,06,2019
4230,2019-06-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9001,5,06,2019
4231,2019-06-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8148,128,06,2019
4232,2019-06-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31131,3485,06,2019
4233,2019-06-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6573,1116,06,2019
4234,2019-06-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10094,791,06,2019
4235,2019-06-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9297,81,06,2019
4236,2019-06-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,20407,343,06,2019
4237,2019-06-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8582,910,06,2019
4238,2022-06-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8239,3432,06,2022
4239,2022-06-01,RLQ,WYE VALLEY NHS TRUST,5967,2492,06,2022
4240,2022-06-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5869,876,06,2022
4241,2022-06-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15102,4082,06,2022
4242,2022-06-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5919,1803,06,2022
4243,2022-06-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9424,4196,06,2022
4244,2022-06-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14031,0,06,2022
4245,2022-06-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7748,2334,06,2022
4246,2022-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9593,3718,06,2022
4247,2022-06-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9897,2867,06,2022
4248,2022-06-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5814,3193,06,2022
4249,2022-06-01,RKE,WHITTINGTON HEALTH NHS TRUST,9387,2516,06,2022
4250,2022-06-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,13350,3933,06,2022
4251,2022-06-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9258,3783,06,2022
4252,2022-06-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4180,1728,06,2022
4253,2022-06-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9039,4728,06,2022
4254,2022-06-01,RBK,WALSALL HEALTHCARE NHS TRUST,8131,3199,06,2022
4255,2022-06-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9866,5241,06,2022
4256,2022-06-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4680,1573,06,2022
4257,2022-06-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8215,2065,06,2022
4258,2022-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6410,2286,06,2022
4259,2022-06-01,RJN,EAST CHESHIRE NHS TRUST,4284,1871,06,2022
4260,2022-06-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11691,3945,06,2022
4261,2022-06-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13407,5076,06,2022
4262,2022-06-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10702,1766,06,2022
4263,2022-06-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10316,4489,06,2022
4264,2022-06-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20214,9508,06,2022
4265,2022-06-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11740,5949,06,2022
4266,2020-03-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10511,206,03,2020
4267,2020-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4964,130,03,2020
4268,2020-03-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7901,219,03,2020
4269,2020-03-01,RNZ,SALISBURY NHS FOUNDATION TRUST,3231,90,03,2020
4270,2020-03-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7248,184,03,2020
4271,2020-03-01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,8208,554,03,2020
4272,2020-03-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3772,2,03,2020
4273,2020-03-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10842,507,03,2020
4274,2020-03-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11691,62,03,2020
4275,2020-03-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,4540,292,03,2020
4276,2020-03-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,4398,126,03,2020
4277,2020-03-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,13327,544,03,2020
4278,2020-03-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,4246,583,03,2020
4279,2020-03-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,10337,285,03,2020
4280,2020-03-01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,9688,123,03,2020
4281,2020-03-01,RJN,EAST CHESHIRE NHS TRUST,3088,46,03,2020
4282,2020-03-01,RPA,MEDWAY NHS FOUNDATION TRUST,6255,619,03,2020
4283,2020-03-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6989,354,03,2020
4284,2020-03-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8712,360,03,2020
4285,2020-03-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,4800,38,03,2020
4286,2020-03-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8226,420,03,2020
4287,2020-03-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,14938,968,03,2020
4288,2020-03-01,RLQ,WYE VALLEY NHS TRUST,4079,104,03,2020
4289,2020-03-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6238,250,03,2020
4290,2020-03-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10175,254,03,2020
4291,2020-03-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,4566,5,03,2020
4292,2020-03-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4644,278,03,2020
4293,2020-03-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6566,45,03,2020
4294,2020-03-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,2883,113,03,2020
4295,2020-03-01,RBK,WALSALL HEALTHCARE NHS TRUST,5675,254,03,2020
4296,2020-03-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,6652,536,03,2020
4297,2020-03-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,23800,3156,03,2020
4298,2020-03-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,8514,963,03,2020
4299,2020-03-01,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6885,39,03,2020
4300,2020-03-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7663,1139,03,2020
4301,2020-03-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10813,727,03,2020
4302,2020-03-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,6376,721,03,2020
4303,2020-03-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6080,386,03,2020
4304,2020-03-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3756,7,03,2020
4305,2020-03-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,10506,185,03,2020
4306,2020-03-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,7341,614,03,2020
4307,2020-03-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,5896,149,03,2020
4308,2020-03-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7044,0,03,2020
4309,2020-03-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,9342,683,03,2020
4310,2020-03-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4794,446,03,2020
4311,2020-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3954,0,03,2020
4312,2020-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5231,279,03,2020
4313,2020-03-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8093,31,03,2020
4314,2020-03-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,6539,368,03,2020
4315,2020-03-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,8731,688,03,2020
4316,2020-03-01,R1F,ISLE OF WIGHT NHS TRUST,2117,211,03,2020
4317,2020-03-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4960,206,03,2020
4318,2020-03-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7014,276,03,2020
4319,2020-03-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5634,373,03,2020
4320,2020-03-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9498,332,03,2020
4321,2020-03-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,8028,318,03,2020
4322,2020-03-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9844,688,03,2020
4323,2020-03-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,5247,145,03,2020
4324,2020-03-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5857,249,03,2020
4325,2020-03-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8990,369,03,2020
4326,2020-03-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7087,637,03,2020
4327,2020-03-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9330,605,03,2020
4328,2020-03-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,12763,765,03,2020
4329,2020-03-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9179,194,03,2020
4330,2020-03-01,RVJ,NORTH BRISTOL NHS TRUST,6422,397,03,2020
4331,2020-03-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9458,431,03,2020
4332,2020-03-01,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,4731,30,03,2020
4333,2020-03-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,7835,168,03,2020
4334,2020-03-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,4911,134,03,2020
4335,2020-03-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8819,510,03,2020
4336,2020-03-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,7683,255,03,2020
4337,2020-03-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,16618,1002,03,2020
4338,2020-03-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9721,472,03,2020
4339,2020-03-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11690,884,03,2020
4340,2020-03-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,5904,194,03,2020
4341,2020-03-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3263,10,03,2020
4342,2020-03-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11132,1015,03,2020
4343,2020-03-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,9336,785,03,2020
4344,2020-03-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,12943,148,03,2020
4345,2020-03-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3850,0,03,2020
4346,2020-03-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5626,59,03,2020
4347,2020-03-01,RKE,WHITTINGTON HEALTH NHS TRUST,6565,346,03,2020
4348,2020-03-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,6811,449,03,2020
4349,2020-03-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5071,205,03,2020
4350,2020-03-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12048,1069,03,2020
4351,2020-03-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4515,83,03,2020
4352,2020-03-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4379,292,03,2020
4353,2020-03-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4773,426,03,2020
4354,2020-03-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9891,449,03,2020
4355,2020-03-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,6823,52,03,2020
4356,2020-03-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,5177,466,03,2020
4357,2020-03-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6794,224,03,2020
4358,2020-03-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,6466,223,03,2020
